220548	220532	10522	6434	221165	221422
864595	864631	14381	5593	865137	865711
981585	981636	4926	7870	982862	982409
234708	234762	14027	1938	235245	237168
1224975	1224982	10964	5627	1225589	1225961
617926	617906	10462	10164	618581	618528
280395	280391	10417	3725	281026	281693
594210	594209	11038	9589	594838	594839
1075875	1075915	10980	3875	1076497	1077375
344960	344946	5265	8393	346118	345705
1400206	1400201	10902	10251	1400832	1400829
347184	347171	6969	5393	347995	348349
1591817	1591795	8386	10223	1592579	1592390
724809	724807	10735	5983	725416	725450
1230338	1230332	10420	9721	1230941	1230954
1628236	1626438	7570	8414	1629048	1628985
1822788	1822806	10401	4899	1823440	1824023
2045363	2045427	16043	4395	2045882	2046900
294717	294694	6805	5425	295575	295681
2052500	2052490	11079	10655	2053112	2053305
641515	641480	5673	8038	642563	642233
1521587	1521563	11006	9403	1522205	1522221
1220839	1220817	10413	9816	1221443	1221461
408349	408323	11023	9948	408955	408954
552521	552483	7143	9597	553396	553155
48583	48547	5825	5879	49703	49514
472220	472172	5294	9988	473311	472803
1102975	1102939	3597	4820	1104579	1104202
269048	269068	13669	6752	269586	269892
1451306	1451300	14383	9643	1451836	1451935
1023895	1022254	10647	9849	1024503	1024486
111784	111784	10951	7957	112398	112547
637282	639632	3542	1556	641178	642807
1227849	1227859	10945	6295	1228459	1228777
1856297	1856305	10951	4177	1856932	1857564
2002629	2002608	8622	7823	2003354	2003394
1795400	1797934	6885	4055	1798836	1799416
760072	760051	9063	7183	760755	760896
159818	159801	10380	9700	160443	160444
274611	274540	7022	11084	275420	275129
1324320	1324303	8801	7624	1325047	1325048
1203024	1203040	8276	5331	1203764	1204144
1352662	1352701	15333	5447	1353186	1353778
129641	129604	7885	10462	130442	130214
352089	352075	10728	9940	352732	352730
389351	389321	10906	10210	389969	389983
895635	895633	10439	8388	896252	896351
1310171	1310152	1557	4533	1312440	1311403
1472145	1472104	9061	10130	1472843	1472726
840617	840588	8765	10042	841310	841235
434449	434423	8457	9729	435206	435056
1413740	1413713	6465	7590	1414692	1414480
1728568	1728582	6810	4156	1729401	1729840
239507	239511	11171	10132	240103	240148
1604371	1604390	7879	2415	1605084	1606525
625155	625140	7551	5445	625960	626145
1057807	1057771	7550	9823	1058594	1058418
268143	268107	6081	6928	269247	268981
379900	379869	9032	9727	380631	380537
356968	356927	11360	12775	357576	357471
1428967	1429036	10547	3462	1429616	1430718
430664	430609	4715	8122	431985	431434
1522197	1522167	5700	9415	1523348	1522819
9083	9077	8344	9957	9813	9721
921281	921288	10507	7547	921897	922062
2021744	2023346	8411	9521	2024154	2023996
1891463	1891472	11245	7190	1892074	1892321
1331944	1330741	8250	9725	1332684	1332544
440891	440879	11761	9563	441475	441518
1965998	1965944	6138	9753	1967094	1966584
2050458	2050407	5750	9478	2051483	2051034
646019	645992	10608	9692	646640	646625
705108	705079	11006	9889	705727	705708
1606083	1606115	10961	5191	1606681	1607142
371364	371344	9386	5143	372025	372428
1851759	1851740	10943	8076	1852352	1852503
258928	258895	4568	6564	260296	259765
187567	187590	9980	5719	188198	188563
1953900	1953858	4771	8566	1955094	1954571
284376	284320	10392	14212	285044	284851
666335	666305	11062	9549	666964	666954
793295	793325	10833	6598	793897	794232
1521555	1521551	11088	9790	1522151	1522167
1422263	1422248	10929	9503	1422849	1422907
1288296	1285647	11068	7947	1288923	1289040
529291	529262	11321	9926	529915	529913
482816	482798	8629	9842	483555	483425
1893206	1893172	10251	9869	1893836	1893836
1982398	1982372	8621	9499	1983141	1983005
1412101	1412083	10908	9439	1412735	1412751
1392523	1392493	11290	9594	1393112	1393131
985804	985791	11226	9570	986416	986454
13711	13692	11207	7919	14314	14425
1657409	1659869	6168	4276	1660795	1660544
377071	377065	10849	10266	377684	377664
556833	556812	10591	8953	557443	557494
806035	806007	10410	9782	806659	806666
1993076	1993044	10828	9796	1993735	1993667
1193913	1193949	11131	5155	1194555	1195187
1148976	1148984	10381	8153	1149611	1149770
1502229	1502215	11004	9708	1502851	1502857
2057980	2057956	7256	9282	2058722	2058584
1057423	1055003	9964	9889	1058085	1058035
1737055	1737008	5997	10073	1738171	1737640
1548655	1548588	1840	6514	1550883	1549564
1345373	1345393	10572	4560	1345996	1346953
1864135	1864115	4059	5472	1865725	1865199
842241	842241	11094	9897	842866	842866
714896	714890	7806	5240	715682	716028
590666	590654	10797	9404	591271	591312
564638	567902	8718	3525	568578	569369
220082	220115	6004	1613	221092	222784
209672	209620	4103	9191	211062	210311
520315	520300	10998	9422	520920	520986
1444008	1443901	2659	9946	1445796	1444564
962591	962581	9509	7052	963268	963446
842100	842100	8654	7087	842784	842976
271122	271087	2157	9163	273322	271776
1488300	1488274	6397	6162	1489386	1489121
596477	596444	6719	9260	597440	597073
758946	758904	6251	9882	759805	759541
214994	214979	11112	5723	215612	215951
1057969	1058002	14908	5676	1058497	1059037
1622261	1622259	11150	7153	1622870	1623069
1245855	1245844	10431	7063	1246500	1246736
1253007	1252972	3118	6564	1254899	1253937
1823597	1823602	10628	7232	1824231	1824428
1829303	1829335	11210	2558	1829922	1831384
94752	94757	6517	6621	95839	95667
35379	35323	6539	9729	36234	35940
1991912	1991881	8403	9513	1992635	1992522
1272735	1272683	5277	10153	1273871	1273292
367144	367128	10982	9584	367764	367782
520016	519966	5755	8050	521044	520686
1804253	1804215	6566	9552	1805367	1804861
601987	601923	4612	9641	603284	602562
584431	584364	5780	14862	585380	584875
1394965	1394967	11119	4352	1395551	1396417
390558	390559	10893	6847	391183	391454
357896	357891	10702	9978	358511	358550
804913	804875	5143	10116	806078	805511
450787	450778	11327	7655	451407	451591
1318257	1318228	8530	10053	1318959	1318888
1430079	1429998	4843	9585	1431370	1430640
1005436	1005426	10924	10326	1006076	1006030
758476	758486	8243	6062	759247	759488
1052956	1052919	6745	9647	1053848	1053569
985463	985467	11166	5499	986056	986652
967812	967795	10591	10039	968429	968418
716128	716080	5316	9902	717352	716749
1198908	1198894	6541	7317	1199865	1199744
1533180	1533202	8757	4350	1533959	1534368
406560	406557	10819	8664	407192	407240
123878	123651	10843	13466	124512	124190
893925	893948	11285	3490	894516	895539
2055328	2055308	6104	6466	2056343	2056240
104457	104427	2927	7582	106393	105257
1122517	1122470	7432	10190	1123381	1123112
64330	64316	11063	8897	64927	65017
1656851	1656832	8823	4993	1657596	1658176
280947	280936	11177	8052	281524	281695
1813510	1813500	6611	5798	1814425	1814539
203056	203031	7012	10235	203972	203658
72685	72632	10516	12690	73350	73195
231275	231285	15397	9567	231792	231919
1810339	1810330	10520	9857	1810949	1810955
670308	670265	7936	10194	671032	670887
206750	206778	8927	5199	207479	207907
879099	879078	10589	10469	879716	879695
1852499	1852486	11013	9446	1853116	1853108
1636626	1636594	6723	9859	1637461	1637234
353375	353391	11081	6809	353971	354266
716655	716637	9228	8125	717365	717392
1395769	1395768	11228	5795	1396377	1396818
412110	411177	8407	7181	414440	414571
453626	453696	15566	4999	454145	454843
1954532	1954562	12170	5113	1955097	1955766
868811	868823	5490	4117	869982	870301
1193746	1193710	8569	9574	1194440	1194347
719524	719472	5531	9742	720511	720130
1026596	1026595	6735	6619	1027486	1027554
4207	4177	4683	7096	5483	5008
1941701	1941699	10566	3059	1942298	1942349
1287562	1287542	8249	10177	1288339	1288170
1249623	1249643	7591	4753	1250521	1250724
690753	690721	8349	10277	691504	691350
680364	680352	10526	9579	681002	680979
1554795	1554787	9067	7684	1555504	1555645
127111	127108	8137	5393	127918	128227
190043	190021	10803	9546	190669	190704
1678034	1678013	10936	9912	1678648	1678649
103663	103648	10868	9645	104283	104277
1243551	1243516	5484	9381	1244753	1244132
737604	737559	5527	8453	738791	738359
1742213	1742180	10565	9765	1742812	1742792
1981848	1981860	10771	5396	1982469	1982839
1757515	1757503	10506	6924	1758135	1758318
1435404	1435389	10861	10006	1436035	1436046
1381923	1381881	8982	9605	1382656	1382541
194044	194016	8064	9772	194844	194659
1733933	1733911	10641	9863	1734567	1734574
1176131	1176117	9951	9433	1176794	1176773
1109568	1109700	11902	6190	1110137	1110681
1874647	1874628	9301	9804	1875400	1875290
1869104	1869105	10818	6919	1869720	1869965
778392	778404	12177	7840	778970	779151
1753999	1753957	7325	9467	1754775	1754616
1750350	1750298	7170	10091	1751264	1750926
754675	754648	11234	9580	755307	755310
1955579	1955776	12352	6064	1956163	1956685
1036512	1036528	12124	5581	1037071	1037580
1560116	1561092	8251	7992	1561858	1561836
554312	554335	11031	2307	554917	556379
1280057	1280078	8326	6646	1280825	1280936
1096030	1096022	10763	9745	1096644	1096652
917828	917827	10797	9854	918438	918472
1944381	1944379	10635	9225	1945015	1945044
1636223	1636197	10981	9199	1636834	1636850
1494184	1494178	11521	7643	1494809	1494967
38596	38567	10686	9378	39210	39212
967521	967515	11224	7629	968139	968343
808090	808075	10898	9646	808697	808710
688197	688193	11329	7823	688783	688998
411197	411199	9973	6561	411846	412135
38982	38969	10720	9661	39600	39624
1858906	1858927	11294	3893	1859518	1860328
1973006	1972989	10576	9769	1973620	1973656
1290279	1290232	6477	10430	1291283	1290847
970277	970267	10649	9506	970903	970904
1257324	1257309	11271	10591	1257916	1257928
1142448	1142419	7009	7912	1143352	1143180
491640	491626	10396	9756	492258	492264
502551	502607	15361	5555	503070	503681
228352	228363	10016	5190	229015	229520
1529634	1529622	5854	6109	1530733	1530557
128255	128268	11216	5450	128842	129344
938500	938492	10784	9920	939127	939248
1316604	1316552	6216	11147	1317548	1317152
596961	596949	11327	7894	597593	597673
547421	547361	5156	9025	548597	548063
1730061	1730055	10544	6111	1730687	1731024
639972	639952	8549	7852	640709	640695
1971132	1971062	2280	9811	1973221	1971700
452316	452312	10858	8155	452954	453079
1100217	1100188	6778	7550	1101119	1100923
164026	164022	7643	5359	164799	165308
1344938	1344895	6018	9165	1346031	1345545
1865860	1865835	8804	9537	1866563	1866489
123161	123166	12988	9234	123708	123866
2051941	2051911	5419	9003	2053105	2052534
1334573	1334562	10667	9763	1335211	1335203
833027	833045	9074	4315	833742	834394
1180714	1180715	11034	3794	1181311	1182204
1994867	1994822	8151	10141	1995611	1995427
1832974	1832952	10304	9288	1833588	1833619
1322798	1322808	10154	7055	1323467	1323601
1735864	1735819	8838	10852	1736576	1736416
1949051	1949060	5617	3328	1950156	1950705
1871445	1871452	10429	5065	1872090	1872616
742937	742921	10824	10208	743563	743586
1180779	1180831	11402	3546	1181363	1182223
615120	615076	4884	8295	616413	615787
1461515	1461473	7098	9304	1462473	1462138
1083812	1083790	10721	9555	1084454	1084432
1551107	1551080	8658	7319	1551847	1551798
1880741	1880716	10572	9613	1881343	1881342
143984	143941	6942	9726	144848	144608
518139	518165	10916	3193	518759	520000
1163000	1163034	10606	4217	1163614	1164349
481712	481691	10606	9572	482332	482324
1941874	1941855	5437	5640	1943035	1942879
1830437	1830415	11069	9979	1831051	1831059
896074	896057	6565	5511	897070	897082
1308745	1308711	8514	9536	1309500	1309347
1020626	1020556	5488	9855	1021785	1021167
846354	846322	2994	4858	848468	847683
1437432	1437412	10451	10036	1438066	1438095
795473	795417	6351	9684	796486	796047
1601457	1601436	10765	9188	1602073	1602125
415514	415462	5787	9907	416532	416132
33861	33857	10902	9211	34459	34545
1714721	1714767	11017	1376	1715326	1716895
1108472	1108459	9363	9076	1109196	1109160
253963	253930	8171	7500	254833	254710
1905241	1905236	5034	4338	1906367	1906454
439832	439821	6599	3605	440731	441174
1181203	1181188	11069	10858	1181808	1181822
1374679	1374664	8844	9345	1375391	1375321
412039	411999	3785	8958	413396	412679
1286804	1286793	11103	9337	1287416	1287451
1922871	1922847	10835	9723	1923488	1923481
1828244	1828276	10970	3909	1828861	1829853
1246051	1246040	8139	8692	1246857	1246737
1611833	1611849	11457	3760	1612428	1613488
387057	387011	4071	9372	388412	387671
290742	290700	6725	9948	291532	291347
901093	901088	6763	8766	901991	901956
1644018	1644032	10713	2897	1644614	1645023
1597183	1597167	11039	9902	1597788	1597798
410075	410064	7409	6868	410922	410935
886510	886529	14622	5654	887050	887507
808059	807787	10794	9306	808686	808723
417056	417079	10290	3933	417698	418416
1216526	1216508	11299	9941	1217127	1217154
130390	130323	3513	9625	132360	130980
1524953	1524931	8436	10070	1525643	1525568
1951728	1951662	5595	9359	1952829	1952328
88206	88211	10327	4670	88840	89471
478418	478403	10937	9748	479032	479047
1445926	1445884	5589	9452	1447018	1446553
1500477	1500448	1591	6151	1502927	1501447
1060073	1060054	10778	8910	1060689	1060725
285168	285185	10730	6251	285790	286164
1283854	1283798	6980	10365	1284779	1284591
872310	872338	10779	2926	872946	874085
598428	598391	7145	8838	599324	599061
1371529	1373752	11035	9130	1374383	1374410
334187	334135	3543	9661	335634	334761
87113	87083	8169	9485	87908	87743
1411810	1411792	10411	9984	1412440	1412442
1225409	1225385	10572	9881	1226030	1226054
1925358	1925322	5507	9035	1926394	1925954
1761778	1761731	3804	9004	1763184	1762407
155907	155888	11108	9501	156500	156545
2045344	2045363	10142	5314	2045986	2046447
1618156	1618144	10530	9993	1618761	1618763
1208937	1208892	3851	9836	1210363	1209531
1592817	1592847	8791	9746	1593516	1593472
1894763	1894744	10636	8420	1895367	1895403
791996	792006	10379	7670	792623	792862
1216216	1216201	7774	7529	1217037	1217003
2061027	2061058	8725	3616	2061782	2062916
319387	319356	7704	9382	320188	320021
1916460	1916469	10669	6658	1917100	1917457
1019223	1019212	11140	9365	1019831	1019874
942403	942410	7829	5342	943140	943436
509411	509368	5297	4357	510727	510802
1661718	1661660	2789	7625	1663302	1662477
941079	941061	7274	9669	941933	941716
1234289	1234229	3381	9691	1236034	1234871
1671387	1671346	5353	9331	1672551	1671969
507312	507332	10488	7232	507927	508250
1827303	1827287	11355	10516	1827891	1827897
666180	666169	11246	9490	666780	666811
949290	949259	8987	10058	949997	949895
1020308	1020304	10713	6750	1020937	1021136
984416	984375	4584	6286	985767	985428
1698287	1698266	10606	9355	1698881	1698934
385095	385050	8076	10164	385867	385677
2039634	2041236	10549	7283	2041843	2042012
1370202	1370141	5411	13360	1371336	1370691
1838603	1838548	4558	8623	1839943	1839255
44643	44621	10857	10240	45253	45296
1317858	1317820	3699	7905	1319358	1318600
327271	327269	5593	1270	328340	329871
539525	539467	3718	9347	541026	540143
1176478	1176458	10434	8580	1177121	1177163
389976	389904	6273	11652	390848	390467
868198	868134	2832	5087	870073	869260
2039135	2039160	10715	6335	2039800	2040110
195437	195457	10704	5469	196065	196461
1126995	1126969	11123	9645	1127610	1127624
365451	365448	10665	10044	366076	366101
952370	952372	11246	8406	953005	953077
183187	183095	1097	3957	186020	184692
1455647	1453426	7669	5723	1456441	1456653
1624196	1624159	8635	10099	1624912	1624810
313519	313496	8266	9261	314258	314182
958750	958714	2982	6305	960758	959667
460026	459993	6237	10044	461000	460665
1895526	1895560	10923	2911	1896142	1897254
23536	23492	5218	9927	24853	24133
1246015	1245977	7180	9350	1246897	1246620
1276595	1276577	11373	8847	1277194	1277259
638432	638403	7781	6929	639258	639204
696641	696628	10992	9870	697258	697250
908434	908403	4118	9761	909952	909053
1325966	1325940	9217	9569	1326655	1326566
693639	693592	7760	11044	694444	694198
1533722	1533683	9019	9182	1534472	1534359
358855	358832	7559	8910	359669	359507
940867	940849	11330	9655	941484	941504
1067926	1067907	7138	7554	1068924	1068700
1743902	1743902	10659	10196	1744552	1744543
456055	456043	10492	7777	456665	456815
1034054	1034015	6426	9686	1034944	1034616
188831	188794	3746	7157	190549	189637
1930869	1930833	8704	9411	1931547	1931502
1442964	1442911	4463	7858	1444128	1443637
1028413	1028396	10881	10057	1029019	1029018
1014754	1014720	7531	9969	1015609	1015392
890439	890421	11251	6033	891027	891038
1334419	1334427	10442	4555	1335058	1335738
1425882	1428728	8952	9393	1429440	1429369
477060	477052	10729	9677	477667	477672
7343	7332	10236	8630	7980	8083
1852061	1852004	6195	6793	1853111	1852797
1943464	1943434	4245	5199	1944904	1944500
108021	107999	8684	7257	108764	108848
342339	342279	3483	9539	344066	342920
1379979	1379957	10598	4884	1380590	1381248
1243934	1243929	7259	6561	1244856	1244813
1661862	1661832	10542	9214	1662496	1662472
1035871	1035892	11033	3616	1036496	1037418
1146926	1146930	5786	4868	1147974	1148046
2064925	2064932	11293	7756	2065535	2065719
1598550	1598558	6235	3116	1599640	1600218
2048682	2050635	6283	5643	2051692	2051669
618019	618025	8727	5112	618724	619260
986664	986633	7413	9683	987529	987272
1123079	1123084	7941	4691	1123824	1124288
1908672	1908634	4871	9725	1909896	1909279
870593	870547	3137	8551	872494	871275
594394	594352	8999	9556	595087	595003
2058815	2058777	7119	9252	2059688	2059455
358344	358356	7901	3277	359079	360027
1310005	1309964	6633	10047	1310938	1310653
406321	406291	10894	10012	406927	406974
1994224	1994188	5840	6103	1995263	1995208
1804358	1804373	10496	8614	1805006	1805087
258214	258214	5476	3449	259336	259696
411159	411039	7743	13261	411988	411608
1182819	1182814	7766	5662	1183601	1183745
691482	691459	10587	9512	692122	692088
694698	694683	8076	7856	695471	695379
729438	729468	10386	6507	730077	730371
115265	115252	7406	8753	116067	115899
1960290	1960296	10657	5876	1960885	1961314
780107	780100	7547	8158	781023	780811
1131404	1131439	11067	6740	1132025	1132321
2023219	2023198	10894	9603	2023844	2023856
986559	986516	5961	7395	987571	987282
778873	778847	7978	9528	779715	779507
1048731	1048712	5824	3014	1049793	1050489
1968137	1968120	6540	9313	1969104	1969438
886543	887715	7396	7098	888569	888421
653464	651801	5635	9977	654588	654042
28467	28468	6704	6780	29414	29341
1895231	1895193	6303	9980	1896214	1895818
1760819	1760828	11215	6902	1761419	1761710
1352560	1352545	11221	9614	1353182	1353146
1410071	1410086	10927	6436	1410689	1411110
1944286	1944267	10930	9255	1944904	1944943
469507	469454	6702	9125	470467	470101
1713957	1713977	10905	3765	1714569	1715432
379295	379284	10900	9821	379892	379932
1733321	1733315	10852	8174	1733929	1734070
523148	525985	9055	5899	526659	526933
1566822	1566806	10391	9400	1567463	1567473
1068416	1068430	10621	5428	1069009	1069611
72486	72447	5344	7040	73681	73301
1929005	1928998	10454	9134	1929636	1929671
1423806	1423751	8597	13048	1424515	1424306
1529266	1529203	6697	11013	1530163	1529776
1738122	1738112	10734	7498	1738713	1738968
1084223	1084231	15704	9854	1084739	1084916
1979065	1979104	9657	2896	1979762	1981625
194438	194427	10821	9485	195068	195059
936911	936903	10736	9389	937519	937567
2026092	2026117	14428	4878	2026621	2027385
586564	586552	10570	7704	587166	587305
42102	42010	2831	13572	43896	42553
1895523	1895527	10365	5992	1896162	1896491
339355	339319	7135	8485	340215	340014
881508	881461	7060	10589	882365	882063
1657198	1657179	11183	9382	1657782	1657827
184674	184648	9520	10736	185365	185262
866790	866728	3273	11421	868479	867620
1496155	1496132	10492	10430	1496775	1496788
699556	699535	8151	9248	700277	700183
1874372	1874419	11019	2523	1874959	1876318
869603	869609	11229	7578	870201	870379
724991	725043	7694	2898	725745	727008
25156	25129	10218	9973	25778	25790
446394	446386	10412	9546	447041	447195
1983670	1983700	10482	3857	1984279	1984980
2064188	2064203	11221	7106	2064822	2065273
1292991	1292992	10492	7921	1293640	1293782
1127485	1127472	7938	2977	1128283	1129437
515521	515503	10653	7660	516146	516256
524792	524771	8861	9492	525489	525412
1733301	1733289	11095	9799	1733907	1733926
